legacyId,companyName,bCorp_ia_community_it_civic_engagement_giving,bCorp_ia_community_it_designed_to_give,bCorp_ia_community_ia_community_it_diversity_equity_inclusion,bCorp_ia_community_it_diversity_inclusion,bCorp_ia_community_it_economic_impact,bCorp_ia_community_it_job_creation,bCorp_ia_community_it_local_economic_development,bCorp_ia_community_it_local_involvement,bCorp_ia_community_it_microdistribution_poverty_alleviation,bCorp_ia_community_it_producer_cooperative,bCorp_ia_community_it_suppliers_distributors_product,bCorp_ia_community_it_supply_chain_management,bCorp_ia_community_it_supply_chain_poverty_alleviation,bCorp_ia_customers_it_arts_media_culture,bCorp_ia_customers_it_basic_services_for_the_underserved,bCorp_ia_customers_it_business_model_and_engagement,bCorp_ia_customers_it_capacity_building,bCorp_ia_customers_it_current_fund,bCorp_ia_customers_it_customer_stewardship,bCorp_ia_customers_it_economic_empowerment_for_the_underserved,bCorp_ia_customers_it_education,bCorp_ia_customers_it_educational_outcomes,bCorp_ia_customers_it_fund_governance,bCorp_ia_customers_it_health_wellness_improvement,bCorp_ia_customers_it_impact_improvement,bCorp_ia_customers_it_improved_impact,bCorp_ia_customers_it_infrastructure_market_access_building,bCorp_ia_customers_it_investment_criteria,bCorp_ia_customers_it_leadership_outreach,bCorp_ia_customers_it_mission_lock,bCorp_ia_customers_it_past_performance,bCorp_ia_customers_it_portfolio_management,bCorp_ia_customers_it_portfolio_reporting,bCorp_ia_customers_it_positive_impact,bCorp_ia_customers_it_privacy_and_consumer_protection,bCorp_ia_customers_it_quality_and_continuous_improvement,bCorp_ia_customers_it_serving_in_need_populations,bCorp_ia_customers_it_serving_underserved_populations_direct_,bCorp_ia_customers_it_support_for_underserved_purpose_driven_enterprises,bCorp_ia_customers_it_targeted_for_investment,bCorp_ia_environment_it_air_climate,bCorp_ia_environment_it_certification,bCorp_ia_environment_it_community,bCorp_ia_environment_it_designed_to_conserve_manufacturing_process,bCorp_ia_environment_it_environmental_education_information,bCorp_ia_environment_it_environmental_management,bCorp_ia_environment_it_environmentally_innovative_manufacturing_process,bCorp_ia_environment_it_environmentally_innovative_wholesale_process,bCorp_ia_environment_it_green_lending,bCorp_ia_environment_it_inputs,bCorp_ia_environment_it_land_life,bCorp_ia_environment_it_land_office_plant,bCorp_ia_environment_it_land_wildlife_conservation,bCorp_ia_environment_it_material_energy_use,bCorp_ia_environment_it_materials_codes,bCorp_ia_environment_it_outputs,bCorp_ia_environment_it_renewable_or_cleaner_burning_energy,bCorp_ia_environment_it_resource_conservation,bCorp_ia_environment_it_toxin_reduction_remediation,bCorp_ia_environment_it_training_collaboration,bCorp_ia_environment_it_transportation_distribution_suppliers,bCorp_ia_environment_it_water,bCorp_ia_workers_it_worker_benefits,bCorp_ia_workers_it_career_development,bCorp_ia_workers_it_compensation_wages,bCorp_ia_workers_it_engagement_satisfaction,bCorp_ia_workers_it_financial_security,bCorp_ia_workers_it_health_wellness_safety,bCorp_ia_workers_it_job_flexibility_corporate_culture,bCorp_ia_workers_it_management_worker_communication,bCorp_ia_workers_it_occupational_health_safety,bCorp_ia_workers_it_training_education,bCorp_ia_workers_it_worker_owned,bCorp_ia_workers_it_worker_ownership,bCorp_ia_workers_it_workforce_development
11977,The Ariel Group LLC,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,1,,,
11979,CoMetrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,1,
11980,"Blue Dot Advocates, PBC",1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,
11981,ChicoBag Company,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,1,,,,,,,1,,,,1,,,,,,1,,,,,,,
11982,Gelfand Partners Architects,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,1,,1,,1,,1,1,1,,,,,,,
11983,Therafit Shoe,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,
11984,Solidarity Capital Group,1,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11985,Living Room Realty,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,1,1,,1,,1,
11986,Teatulia Organic Teas,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,
11987,Acorn Sign Graphics,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,1,,,,1,,,,,,,,,,
11988,"Ethical Markets Media, LLC",1,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,
11989,Rhino Foods,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,1,,,,1,,1,1,,,1
11991,Solar States,1,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1
11992,Sustainable Law Group Inc.,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,,1,,,,,,,,
11993,"West Paw, Inc.",1,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,
11994,Charter School Business Management-FOREsight,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,1,,1,
11995,"WasteZero, Inc.",,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,1,,,1,
11996,Staach,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,
11998,Morris Recruiting & Consulting,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
11999,Change Catalyst,1,,,1,,1,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,1,,,,1,
12000,North Berkeley Wealth Management,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,,,,,,,
12001,Blue Garnet,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,
12002,Teak Media + Communication,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,
12003,Full Circle Brands,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,
12005,Dimensions in Occupational Health and Safety,1,,,1,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,1,,1,,1,
12006,S.W. Basics,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,1,,,,,
12007,Cloud for Good,1,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,,,,
12008,MEJDI Tours,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,1,
12010,"Taitem Engineering, PC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,1,,,,1,,1,,1,1,1,,,,,,,
12011,Renewal Memory Partners,,,1,,1,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,
12012,Selecta Auto Body,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,1,,,
12013,Positive Energy Solar,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,1,,,,,1,,,,1,,,,,,,,,
12014,"Pete and Gerry's Organics, LLC",,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,1,,,,,,,
12015,Chroma Technology Corp,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,1,,,,1,,1,1,1,1,
12016,Noto Group,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
12017,"Healthy Building Science, Inc.",1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,1,,,,,,,,,1,,,,,1,,1,,1,
12018,Imperative,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,
12019,G2 Insurance Services,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,1,,,1,,,
12020,"Savvy Rest, Inc.",,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,1,
12021,"Eco Lips, Inc.",,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,
12022,Beautycounter,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,1,1,,,,,,,
12023,Kregel & Company CPA,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,
12024,Boardwalk Capital Management,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,1,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,
12025,Griswold and Griswold Insurance Agency,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,,,,
12026,Coda Coffee,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,1,,,,,,
12027,New Seasons Market,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,
12028,CleanChoice Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,
12029,Cage Free Productions,1,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,
12030,Kinvolved,1,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,
12031,Good.Must.Grow. LLC,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
12032,NetRaising,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
12033,Fishpeople,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,
12034,"Orbit Media Studios, Inc.",,,1,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
12035,"Breckinridge Capital Advisors, Inc.",1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,1,1,,,,,,,
12036,"New Belgium Brewing Co, Inc.",1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,1,,,,,1,,1,,,,,,,,1,1,1,1,
12040,A&R Solar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,1,,,,,,,,,1,1,1,,,,,,,
12042,Sweet Livity LLC,1,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
12043,Jitasa,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,1,,1,
12045,Vista Caballo,1,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
12047,"Home Care Associates of Philadelphia, Inc.",,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1
12048,GOOD Worldwide Inc.,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,
12049,Baldwin&,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
12050,Purpose,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,1,,1,,,,,,,
12051,Beneficial State Bank,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,1,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,1,,,1,1,,,,,,,
12052,Ben and Jerry's,1,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,1,,1,,,,,,1,1,,,
12053,TMI Consulting,1,,1,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,
12054,Klean Kanteen,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,1,,,,1,,,,1,,1,,,,,,,
12055,Luscious Garage,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,1,,,,1,,,,,1,,,,,
12056,GladRags,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,1,,,,1,,,,,,,,,
12058,4TH BIN INC.,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,1,,1,,,
12059,Oaklandish,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,
12060,Cabot Creamery Co-operative,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,1,,1,,,,,,1,,,1,,,
12061,Sea to Table,,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,1,,,,,,,,,,
12062,Iroquois Valley Farmland REIT,,,,1,,,,1,,,1,,,,,,,1,,,,,1,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,
12063,3Degrees Group Inc.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,,1,,,,,,,
12065,TerraCarbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,
12066,TCC Group,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,1,,,1,,1,
12067,Bhakti Chai,1,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,1,1,,,
12068,PWPvideo,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,1,
12069,Communitas Financial Planning PBC,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,
12070,Feronia Forests LLC,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,1,,,,,1,,,,,,,,,,,,,,
12071,"Urban Green Development, LLC",1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,1,,,1,,,,,,1,,1,,,,1,,1,,,,,,,
12072,"Varsity Technologies, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,1,,1,,1,
12073,Cooperative Home Care Associates (CHCA),,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,1,1
12074,Better Way Designs,1,1,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,
12075,"Wire Media, LLC",,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,
12076,"Back to the Roots, Inc.",1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,1,,,1,,1,,,,,,,,,,,,,1,
12077,Beyond Green Sustainable Food Partners,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
12078,SunCommon,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,1,,,,,1,,,,1,,1,,,,,,,
12079,Arabella Advisors,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,1,1,,1,,1,
12080,Sencha Naturals,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,
12081,Virginia Community Capital,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,1,,,
12082,Matter Unlimited,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,
12083,Mark Leibowitz Photography Inc.,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,1,,,,1,
12084,Rubicon Bakers,1,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,1,,,,,,,,,,1,,,,
12085,Social(k),1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,
12086,Bixbee,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,1,
12087,Roundpeg Benefit LLC,1,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
12088,Rubicon,1,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,1,,,,1,1,,1,,,
12089,Third Sun Solar,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,
12090,Cultivating Capital,1,,1,,1,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12091,Apolis Holdings LLC,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,1,,1,,,
12092,Lotus Foods,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,
12093,Business Culture Consultants,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
12096,Berrett-Koehler Publishers,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,
12097,Vista Global Coaching & Consulting LLC,1,,,1,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
12098,Vera Solutions,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,
12099,Oliver Russell & Associates,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,1,,,,1,1,,1,,1,
12100,"Equator Coffees, LLC",1,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,1,,1,,,,
12101,Patagonia Works,1,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,1,,,,,,,,1,,,1,,,,,,1,,,,,,,
12102,Beartooth Group,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,1,,,
12103,Preserve,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,1,,1,,,1,,,,,,,,1,,,,,,
12104,National Co+op Grocers,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,1,,,,,,,1,,,,,,1,1,,,,,
12105,EFM,1,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,1,,1,,,,,,,1,,,
12106,Homefree,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
12107,Exponent Partners,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,1,,,
12108,bCause,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
12109,First Affirmative Financial Network,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,1,,,
12110,EO Products,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,
12111,Veris Wealth Partners,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,1,,1,,,,1,,,1,,1,
12112,EcoLogic Solutions Inc.,1,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,1,,,1,,,,,,,,,,,,,1,
12114,United By Blue,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
12115,The Tea Spot PBC,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,
12116,Dogeared,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,1,1,,,,,,,
12118,"Mightybytes, Inc.",1,,1,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,,1,,,,,,,1,,,,1,,1,,1,1,1,,,,,,,
12119,"Rivanna Natural Designs, Inc.",1,1,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,1,,,,,,,,,1,,,,1,1,,,,,,,,
12120,"Terra Education, Inc.",1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,1,1,,,,,
12121,"Solberg Manufacturing, Inc.",1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,
