legacyId,companyName,bCorp_ia_community_it_civic_engagement_giving,bCorp_ia_community_it_designed_to_give,bCorp_ia_community_ia_community_it_diversity_equity_inclusion,bCorp_ia_community_it_diversity_inclusion,bCorp_ia_community_it_economic_impact,bCorp_ia_community_it_job_creation,bCorp_ia_community_it_local_economic_development,bCorp_ia_community_it_local_involvement,bCorp_ia_community_it_microdistribution_poverty_alleviation,bCorp_ia_community_it_producer_cooperative,bCorp_ia_community_it_suppliers_distributors_product,bCorp_ia_community_it_supply_chain_management,bCorp_ia_community_it_supply_chain_poverty_alleviation,bCorp_ia_customers_it_arts_media_culture,bCorp_ia_customers_it_basic_services_for_the_underserved,bCorp_ia_customers_it_business_model_and_engagement,bCorp_ia_customers_it_capacity_building,bCorp_ia_customers_it_current_fund,bCorp_ia_customers_it_customer_stewardship,bCorp_ia_customers_it_economic_empowerment_for_the_underserved,bCorp_ia_customers_it_education,bCorp_ia_customers_it_educational_outcomes,bCorp_ia_customers_it_fund_governance,bCorp_ia_customers_it_health_wellness_improvement,bCorp_ia_customers_it_impact_improvement,bCorp_ia_customers_it_improved_impact,bCorp_ia_customers_it_infrastructure_market_access_building,bCorp_ia_customers_it_investment_criteria,bCorp_ia_customers_it_leadership_outreach,bCorp_ia_customers_it_mission_lock,bCorp_ia_customers_it_past_performance,bCorp_ia_customers_it_portfolio_management,bCorp_ia_customers_it_portfolio_reporting,bCorp_ia_customers_it_positive_impact,bCorp_ia_customers_it_privacy_and_consumer_protection,bCorp_ia_customers_it_quality_and_continuous_improvement,bCorp_ia_customers_it_serving_in_need_populations,bCorp_ia_customers_it_serving_underserved_populations_direct_,bCorp_ia_customers_it_support_for_underserved_purpose_driven_enterprises,bCorp_ia_customers_it_targeted_for_investment,bCorp_ia_environment_it_air_climate,bCorp_ia_environment_it_certification,bCorp_ia_environment_it_community,bCorp_ia_environment_it_designed_to_conserve_manufacturing_process,bCorp_ia_environment_it_environmental_education_information,bCorp_ia_environment_it_environmental_management,bCorp_ia_environment_it_environmentally_innovative_manufacturing_process,bCorp_ia_environment_it_environmentally_innovative_wholesale_process,bCorp_ia_environment_it_green_lending,bCorp_ia_environment_it_inputs,bCorp_ia_environment_it_land_life,bCorp_ia_environment_it_land_office_plant,bCorp_ia_environment_it_land_wildlife_conservation,bCorp_ia_environment_it_material_energy_use,bCorp_ia_environment_it_materials_codes,bCorp_ia_environment_it_outputs,bCorp_ia_environment_it_renewable_or_cleaner_burning_energy,bCorp_ia_environment_it_resource_conservation,bCorp_ia_environment_it_toxin_reduction_remediation,bCorp_ia_environment_it_training_collaboration,bCorp_ia_environment_it_transportation_distribution_suppliers,bCorp_ia_environment_it_water,bCorp_ia_workers_it_worker_benefits,bCorp_ia_workers_it_career_development,bCorp_ia_workers_it_compensation_wages,bCorp_ia_workers_it_engagement_satisfaction,bCorp_ia_workers_it_financial_security,bCorp_ia_workers_it_health_wellness_safety,bCorp_ia_workers_it_job_flexibility_corporate_culture,bCorp_ia_workers_it_management_worker_communication,bCorp_ia_workers_it_occupational_health_safety,bCorp_ia_workers_it_training_education,bCorp_ia_workers_it_worker_owned,bCorp_ia_workers_it_worker_ownership,bCorp_ia_workers_it_workforce_development
11834,Meliora Cleaning Products,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,
11835,"Mamava, Inc.",,,,,,1,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
11836,Pekin Hardy Strauss Wealth Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,
11837,Catalyst Partners,1,,,1,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,1,,,1,1,,,,1,,,1,,1,,,,1,1,,1,,,
11838,Bond&Devick Wealth Partners,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,
11839,Bohlsen Group,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,
11840,"Sundial Brands, LLC",1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,1,,,,,,1,,1,,,,
11841,The Refill Shoppe,,,,,1,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
11842,Sokol Blosser Winery,,,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,
11843,M Creative,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,1,
11844,PIPs Rewards LLC,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11845,"Jason Wiener, P.C.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,
11846,Winderlea Vineyard and Winery,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,1,,,,1,,,,,1,,,,,
11847,Burnham Benefits Insurance Services,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,1,1,,1,,1,
11848,Worldways Social Marketing,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,1,,,1,,,
11850,NAVA Real Estate Development,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,1,,,,,,1,,1,,,,1,1,,,,,,,,
11852,The Builders Fund,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,1,1,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
11853,Old Structures Engineering,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,
11854,Soapbox,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,1,,,,,,,,,1,,1,,,
11855,Global Prairie,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,1,,
11856,Hopworks Urban Brewery,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,,1,,,,,,,
11858,Global Gaming Initiative,1,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,
11859,Dojo4,1,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11860,Pharos Systems International,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,1,,,,1,,,,,,
11861,Sonen Capital LLC,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,1,
11862,Purely Elizabeth,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,1,,,,1,1,,,,,,,,
11863,Turnstile Tours,1,1,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
11865,Fireclay Tile,1,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,1,1,,,,,,,
11866,"7group, LLC",1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,
11867,CauseLabs,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,,,,
11868,Homeboy Recycling,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,1,,1,,,,1,,,,,,,1
11869,R+M Agency,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,1,1,,,,,,,,
11870,Climate Advisers,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11871,Dang Foods Company,1,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,1,
11872,C and L LLC dba Conscious Coffees,1,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,1,,1,,,
11873,MIO,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,1,,,,,
11874,LimeRed,1,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,
11875,Ventegra,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,
11876,Super Humane,1,,,1,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
11877,Kickstarter PBC,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,1,,,1,,1,
11878,EdOps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,
11879,Wallaroo Hat Company,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
11880,AE Works,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,,1,,,,,,,
11881,Common Interests,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,1,1,,,,,1,,,,,1,,,,,,,,,,,1,,1,,,1,,,,,,,,
11882,Pixel Parlor,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1,,,,,,,,
11883,"Dev Equity, LLC",,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
11884,Waste Farmers,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,1,,,,,,,,,,,,,,,,
11887,Zevin Asset Management,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
11888,Earth Equity Advisors,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1,1,,,,,,,
11889,PixelSpoke,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11890,Rescue Agency,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,,1,1,,,,,,,
11891,"Indosole, LLC",1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,
11892,Green Mountain Power,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,1,,,,,,,
11893,Out Leadership,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,,1,1,,,,,,,
11894,Food.Stories.Travel.,1,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11895,Shifting Patterns Consulting,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11896,MaCher USA,1,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11897,Image Relay,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,
11899,"Pyramid Communications, Inc.",,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11900,Raven + Lily,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
11901,TripZero,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,
11902,Bazzani Building Company,1,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,1,1,,,,1,1,,,,,,,,,1,,,,,
11903,LIFT Economy,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,
11904,Armonia LLC,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
11905,Firespring,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11906,Colorado Capital Management,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,
11907,East West Tea Co. LLC,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,1,,,,,,1,,,,,,,
11908,"Image Outfitters, Inc.",1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,
11909,Technicians For Sustainability,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,1,,,,1,,,,1,,1,1,1,1,
11910,Invesco Managed Accounts LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,1,
11911,Grove Collaborative Inc.,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,
11912,Natural Organic Process Enterprises,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,,,1,,,,,1,,,,,
11914,A to Z Wineworks,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,1,,1,,,,,,,,1,1,,,1
11915,NEEV,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,
11917,Kuli Kuli Foods,,,1,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,1,,1,,,1,,,,,,,,
11918,Amavida Coffee and Trading Company,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,1,,1,,,,1,,,,,,1,1,,,
11919,Fingerlakes Wealth Management,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,1,1,,,,,,,
11920,Givily,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11921,1908 Brands,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,
11922,PV Squared,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,1,,,,,1,1,,,,,1,,
11923,Veritable Vegetable,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,1,,1,,,,,,1,,1,,,,
11924,Alaska Glacial Mud Co.,1,1,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
11926,Network for Good,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,1,
11927,MiiR,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,
11928,Clean Solar,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,1,,,,1,,,,,,1,1,,,
11929,Goldstein Hall PLLC,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,1,,,1,1,,,,,,,
11930,Moon Valley Organics,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,
11931,Looptworks,1,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,1,,,,,,,,,1,,,,1,
11932,Jim's Organic Coffee,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,
11933,Revivn,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,
11934,Tech Networks of Boston,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,1
11935,"Capricorn Investment Group, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11936,Hilary's Eat Well,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,1,,,,,,,,,,,,,1,,,1
11937,Social Impact Architects,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
11938,Carnegie Fabrics LLC,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,1,,,,1,,,,,,1,1,,,
11939,"New Chapter, Inc",1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,1,,,,1,,,,,,1,,1,,,,
11940,Human Investing,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,1,1,,,,,,,
11941,Lafes,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,1,,,,,
11942,Yin Yang Naturals,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,
11943,Clearinghouse CDFI,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,1,,,,1,1,,1,,,
11944,Gardener's Supply Company,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,
11945,Prosperity Candle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
11946,Radicle Impact Partners,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,
11947,Message Agency,1,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11948,Headwater Food Hub,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,
11949,Walden Hyde,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,1,,1,
11950,MPOWERD,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,1,,,,,,,,,1,
11951,Y Scouts,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,1,,,,,,,
11952,Social Enterprises Inc.,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,
11953,Vermont Creamery,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,1,1,,,,,,,
11954,OluKai,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,1,,1,,,,,,,
11955,City Of Roses Disposal & Recycling Inc | COR,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,
11956,Jeni's Splendid Ice Creams,1,,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,1,,1,,,,
11957,Moye White,1,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,1,,1,,1,
11958,Emmy's Organics,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,1,,1,,,,,,,,,,,,,,
11961,Neil Kelly Company,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,
11962,Digitopia,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,1,,1,,,
11963,"Immix Law Group, PC",1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,1,,,1,,,
11964,Good Clean Love,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,1,,,,1,,,,,1,,,,,
11965,Dhana Inc.,,1,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,
11966,Narrative Food,,,,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,
11967,Sustainable Business Consulting (www.sustainablebizconsulting.com),1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,1,,,,,1,,1,,1,
11968,"MaineWorks, LLC",,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,
11969,Down to Earth Market,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,
11970,evolveEA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,1,,,,1,,,,,1,,1,,,,,1,,,,,,,,
11971,Thread International PBC INC,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,1,,,,,,,,,,,,,1,
11972,Pivot Energy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
11974,Better Bean Company,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,,1,,1,1,,,
11976,Simply Straws,1,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,1,,,,,
