ticker,legacyId,companyName,justCapital_metric_Workforce Demographics,justCapital_metric_Health and Safety Policies,justCapital_metric_Local Employment Pipeline,justCapital_metric_Worker Benefits Package,justCapital_metric_Human Rights Reporting,justCapital_metric_Labor & Human Rights Commitment,justCapital_metric_Work-Life Balance,justCapital_metric_Actions to Support Human Rights Commitment,justCapital_metric_Supplier Requirements on Labor & Human Rights,justCapital_metric_Opportunities for Local Businesses,justCapital_metric_Human Rights Supply Chain Safeguards,justCapital_metric_Local School Support,justCapital_metric_Related Party Transactions,justCapital_metric_Board Diversity,justCapital_metric_SEC Filings Review,justCapital_metric_Commitment to Following Laws & Regulations,justCapital_metric_Privacy Policies,justCapital_metric_Sustainable Products and Services,justCapital_metric_Local Community Engagement,justCapital_metric_Scope 1 Plus 2 Greenhouse Gas Emissions,justCapital_metric_Renewable Energy Percentage_0.5,justCapital_metric_Renewable Energy Percentage_1,"justCapital_metric_Diversity, Equity, and Inclusion Policies",justCapital_metric_Transparent Charitable Giving,justCapital_metric_Resource Use,justCapital_metric_Climate Commitments
DECK,18719,Deckers Outdoor Corporation,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,,1,1,0,0
MOS,10547,The Mosaic Company,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,,1,1,0,1
WMB,10891,"The Williams Company, Inc.",0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,,0,1,0,1
CSGP,10212,CoStar Group Inc,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,0,0,0,0
UA,16376,Under Armour,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,,1,0,0,1
UPS,10847,"United Parcel Service, Inc.",1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,,1,1,0,1
GGG,10350,Graco Inc,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,,0,1,0,1
BBWI,10480,"L Brands, Inc.",0,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,,0,0,0,0
BK,12789,BNY Mellon,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,,1,1,1,0,1
CZR,12682,Caesars Entertainment,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,,1,1,0,1
ACI,12287,Albertsons Companies,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,,0,0,0,0
LMND,11654,"Lemonade, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,,0,0,0,0
SNOW,11479,"Snowflake, LLC",0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,,0,0,0,0
ZTS,10928,Zoetis Inc,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,,1,1,0,0
ZS,10927,Zscaler,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
ZNGA,10926,Zynga Inc,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0
ZM,10925,Zoom Video Communications Inc,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,,0,0,0,0
ZION,10924,"Zions Bancorporation, National Association",0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,,1,0,0,0
ZEN,10923,Zendesk Inc,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,,0,1,0,1
ZBRA,10922,Zebra Technologies Corporation,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
ZBH,10921,Zimmer Biomet Holdings Inc,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,,0,0,0,0
Z,10920,"Zillow Group, Inc.",1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0,,1,0,0,0
YUM,10919,YUM! Brands Inc,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,,1,0,0,1
Y,10918,Alleghany Corporation,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,,0,1,0,0
XYL,10917,Xylem Inc.,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,,1,0,0,1
XRX,10916,Xerox Corporation,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,,0,0,1,1
XRAY,10915,DENTSPLY SIRONA Inc.,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
XPO,10914,"XPO Logistics, Inc.",0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,,1,0,0,0
XOM,10913,Exxon Mobil Corporation,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,,0,1,0,1
XLRN,10912,Acceleron Pharma Inc.,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
XLNX,10911,"Xilinx, Inc.",1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,,0,1,0,1
XEL,10910,Xcel Energy Inc.,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,,1,1,0,1
WYNN,10908,"Wynn Resorts, Limited",0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,,0,1,0,0
WY,10906,Weyerhaeuser Company,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,,1,1,1,1,0
WWE,10905,"World Wrestling Entertainment, Inc.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0
WWD,10904,"Woodward, Inc.",1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0,,0,1,0,0
WU,10903,The Western Union Company,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,,1,1,0,0
WTRG,10902,Essential Utilities,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,,0,1,0,1
WTM,10901,"White Mountains Insurance Group, Ltd",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0
WTFC,10900,Wintrust Financial Corporation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,0,0,0,0
WSO,10898,Watsco Inc,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0
WSM,10897,Williams-Sonoma Inc,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,,0,0,0,1
WRK,10896,WestRock Company,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,,0,0,0,1
WRB,10895,W.R. Berkley Corporation,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,,0,1,0,0
WMT,10892,Walmart Inc.,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,,1,1,1,1
WM,10890,"Waste Management, Inc.",1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,1,,1,1,0,1
WTW,10889,Willis Towers Watson PLC,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,,1,0,0,1
WLK,10888,Westlake Chemical Corp,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,,0,1,0,0
WHR,10887,Whirlpool Corp,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,,1,1,1,1
WH,10886,"Wyndham Hotels & Resorts, Inc.",1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,,1,1,0,1
WFC,10885,Wells Fargo & Co,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,,1,1,1,0,1
WEX,10884,WEX Inc.,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,,0,0,0,0
WEN,10883,The Wendy's Company,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,,0,1,0,0
WEC,10882,WEC Energy Group Inc,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,,0,1,0,1
WDC,10881,Western Digital Corp,1,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,,1,0,1,0
WDAY,10880,Workday Inc,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,,1,1,1,1,1
WBS,10879,Webster Financial Corp,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,,1,1,0,0
WBA,10878,"Walgreens Boots Alliance, Inc.",0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,,1,1,0,1
WAT,10877,Waters Corp,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,,0,0,0,1
WAL,10876,Western Alliance Bancorp,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,,0,0,0,0
W,10874,Wayfair Inc.,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,0,1,0,0
VZ,10873,Verizon Communications Inc.,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,,1,1,0,1
VVV,10872,Valvoline Inc,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,,0,0,1,0
VTR,10871,"Ventas, Inc.",1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,,1,1,0,1
VST,10870,Vistra Corp,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,,1,0,0,1
VSAT,10869,"Viasat, Inc.",0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,,0,0,0,0
VRT,10867,Vertiv Holdings,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,,0,0,0,0
VRSN,10866,VeriSign Inc,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
VRSK,10865,Verisk Analytics Inc,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,,1,0,1,0,1
VOYA,10864,Voya Financial Inc,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,,1,1,0,1,0
VNO,10863,Vornado Realty Trust,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,,0,0,0,1
VMW,10862,VMware Inc,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,,1,1,1,1,1
VMI,10861,Valmont Industries Inc,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,,0,0,0,0
VMC,10860,Vulcan Materials Company,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,,0,0,0,0
VLO,10859,Valero Energy Corp,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,,1,1,0,1
VIRT,10858,Virtu Financial Inc.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,0,0,0,0
VIAC,10857,ViacomCBS Inc,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,,1,0,0,1
VFC,10856,VF Corp,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,,1,1,0,1
VEEV,10855,Veeva Systems,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
V,10853,Visa Inc,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,,1,1,1,0,1
UTHR,10852,United Therapeutics Corp,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,,0,0,0,0
USFD,10850,US Foods Holding Corp.,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,,0,1,0,0
USB,10849,US Bancorp,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,,0,1,0,1
URI,10848,United Rentals Inc,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,,0,1,0,1
UNVR,10846,Univar USA Inc,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,1
UNP,10845,Union Pacific Corp,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,,1,0,0,1
UNM,10844,Unum Group,0,0,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,0,,1,0,0,0
UNH,10843,UnitedHealth Group Inc,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,,1,1,0,1
UMPQ,10842,Umpqua Holdings Corp,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,,1,1,0,0
ULTA,10841,"Ulta Beauty, Inc",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,,0,1,0,0
UI,10840,Ubiquiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0
UHS,10839,Universal Health Services Inc,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0
UHAL,10838,AMERCO,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0
UGI,10837,UGI Corp,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,,0,1,0,1
UDR,10836,UDR Inc,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,,1,0,0,1
UBER,10835,"Uber Technologies, Inc.",1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,,1,1,0,1
UAL,10834,"United Airlines Holdings, Inc",1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,,0,0,0,1
TYL,10832,Tyler Technologies Inc,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,,0,1,0,0
TXT,10831,Textron Inc,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,,1,1,0,1
TXN,10830,Texas Instruments Inc,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,,1,1,1,1
TXG,10829,10X Genomics,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,0,0,0,0
TWTR,10828,Twitter Inc,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,,1,1,0,0
TWLO,10826,Twilio Inc,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,,1,1,0,0
TTWO,10824,Take-Two Interactive Software Inc,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0
TTD,10823,"The Trade Desk, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,0,0,0,0
TTC,10822,The Toro Company,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,,0,0,0,0
TT,10821,Trane Technologies,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,,1,1,0,1
TSN,10820,Tyson Foods Inc,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,1,,0,0,1,1
TSLA,10819,"Tesla, Inc.",1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,,0,0,0,0
TSCO,10818,Tractor Supply Co Inc,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,,1,1,0,1
TRV,10817,"The Travelers Companies, Inc.",0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,,1,1,0,0
TRU,10816,TransUnion LLC,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,,1,0,0,0
TROW,10815,T. Rowe Price Group Inc.,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,,0,1,0,0
TRMB,10813,"Trimble, Inc.",1,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0,,0,1,0,0
TRIP,10812,TripAdvisor Inc,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,1,0,0
TRGP,10811,Targa Resources Corp,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,,0,0,0,0
TREX,10810,"Trex Company, Inc.",0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,1,,0,1,0,0
TPX,10808,"Tempur Sealy International, Inc.",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,1,1,1,1
TPR,10807,"Tapestry, Inc.",0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,,1,1,0,1
TOL,10806,Toll Brothers Inc,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,,0,0,0,0
TNDM,10805,"Tandem Diabetes Care, Inc.",0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
TMX,10804,Terminix Global Holdings Inc,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,,0,0,0,0
TMUS,10803,"T-Mobile US, Inc",0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,,1,0,0,1
TMO,10802,Thermo Fisher Scientific Inc,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,,0,0,0,1
TKR,10801,Timken Co,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,,1,0,1,0
TJX,10800,"The TJX Companies, Inc.",0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,,1,0,0,1
THO,10797,Thor Industries Inc,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,,0,0,0,1
THG,10796,"The Hanover Insurance Group, Inc.",1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,,0,0,0,0
TGT,10795,Target Corporation,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,,1,1,1,1
TFX,10794,Teleflex Inc,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,,0,0,0,0
TFSL,10793,TFS Financial Corp,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,,0,1,0,0
TFC,10792,Truist Financial Corporation,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,,1,1,0,1
TER,10791,Teradyne Inc,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,,1,0,0,1
TECH,10790,Bio-Techne Corp,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,,0,0,0,0
TDY,10789,Teledyne Technologies Inc,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
TDOC,10787,Teladoc Health,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,,0,1,0,0
TDG,10786,TransDigm Group Inc,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,,0,0,0,0
TDC,10785,Teradata Corp,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,,0,1,0,1
TAP,10783,Molson Coors Brewing Company,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,,0,1,1,1
T,10782,AT&T Inc,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,,0,1,0,1
SYY,10781,Sysco Corp,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,,1,1,0,0
SYNH,10780,"Syneos Health, Inc.",0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,,0,0,0,1
SYK,10779,Stryker Corp,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,,0,0,0,1
SYF,10778,Synchrony Financial,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,,1,1,0,0
SWKS,10777,Skyworks Solutions Inc,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,,0,0,0,0
SWK,10776,"Stanley Black & Decker, Inc.",0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,,1,1,1,1
SWI,10775,"Solarwinds, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
SWCH,10774,Switch Inc,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,,1,0,0,0,1
SUI,10773,Sun Communities Inc,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,,0,0,0,0
STZ,10772,Constellation Brands Inc,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0
STT,10771,State Street Corp,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,,1,1,0,1
STLD,10770,Steel Dynamics Inc,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,,0,0,0,0
STL,10769,Sterling Bancorp,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,0,0,0,0
STE,10768,STERIS plc,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
SSNC,10765,"SS&C Technologies, Inc.",0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
SRPT,10764,"Sarepta Therapeutics, Inc.",0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0
SRE,10763,Sempra Energy,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,,1,1,0,1
SRCL,10762,Stericycle Inc,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,,0,0,0,0
SQ,10761,Square Inc,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,,1,0,0,1
SPR,10760,Spirit Aerosystems Holdings Inc,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,1
SPLK,10759,Splunk Inc,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,,0,0,0,0
SPGI,10758,S&P Global Inc.,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,,1,1,0,1
SPG,10757,Simon Property Group Inc,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,,0,0,0,1
SPCE,10756,Virgin Galactic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0
SPB,10755,Spectrum Brands Holdings Inc,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,0,0,1,,0,0,0,1
SON,10754,Sonoco Products Company,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,,0,1,0,0
SO,10753,The Southern Company,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,,0,1,1,1
SNV,10751,Synovus Financial Corp,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,,0,1,0,0
SNPS,10750,Synopsys Inc,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,,1,0,0,1
SNDR,10749,Schneider National Inc,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,,0,0,0,1
SNA,10748,Snap-On Inc,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,,1,0,0,0
SMG,10747,The Scotts Miracle-Gro Company,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,,0,0,0,0
SMAR,10746,Smartsheet Inc.,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,,1,0,0,0
SLM,10745,SLM Corporation,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,,0,1,0,0
SLGN,10744,Silgan Holdings Inc,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0
SLG,10743,SL Green Realty Corp,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,,0,0,0,1
SLB,10742,Schlumberger Limited,0,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,,1,0,0,1
SKX,10741,"Skechers U.S.A., Inc.",0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,,0,0,0,0
SJM,10740,The J. M. Smucker Company,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,,0,1,1,0
SIX,10739,Six Flags Entertainment Corporation,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,0,0,0,0
SIVB,10738,SVB Financial Group,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,,1,0,0,0
SIRI,10737,SiriusXM Holdings Inc.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0
SHW,10736,The Sherwin-Williams Company,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,,1,1,0,0
SGEN,10735,Seagen Inc,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,,1,0,0,0
SEIC,10733,SEI Investments Co,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,,0,0,0,0
SEE,10732,Sealed Air Corp,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,,1,0,1,1
SEB,10730,Seaboard Corp,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,0,0
SCHW,10728,Charles Schwab Corporation,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,,0,1,0,1
SCCO,10727,Southern Copper Corporation,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,,0,0,0,0
SC,10726,Santander Consumer USA Holdings Inc,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,,1,1,0,1
SBUX,10725,Starbucks Corporation,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,,1,1,1,0,1
SBNY,10724,Signature Bank,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,1,0,0
SBAC,10723,SBA Communications Corp,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,,0,0,0,0
SAM,10721,"The Boston Beer Company, Inc.",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,,0,1,0,0
