companyId,companyName,dataSourceId,dataSourceName,action,expiration,value,isPrimary,primaryReplacementDataSourceId
621b99e95f87e75f53660e41,GC Maintenance and Engineering Company Limited,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660e45,NPC Safety and Environmental Service Company Limited,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660e49,NPC S&E Security Guard Company Limited,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660e4d,GC International Corporation,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660e51,PTTGC Innovation America,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660e55,GC Ventures America,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660e59,Thai Tank Terminal,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660e5d,PTTGC America Corporation,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99e95f87e75f53660e61,PTTGC America LLC,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99ea5f87e75f53660e65,Emery Oleochemicals (M) Sdn. Bhd.,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99ea5f87e75f53660e69,Emery Specialty Chemicals Sdn. Bhd.,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99ea5f87e75f53660e6d,NatureWorks,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99ea5f87e75f53660e71,PTT Asahi Chemical Company,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99ea5f87e75f53660e75,HMC Polymers Company,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99ea5f87e75f53660e79,PTT MCC Biochem Company,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99ea5f87e75f53660e7d,Global Power Synergy Public Company,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99ea5f87e75f53660e81,Kuraray GC Advanced Materials Company,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99ea5f87e75f53660e85,PTT Digital Solutions Company Limited,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99ea5f87e75f53660e89,ultrasuede,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99ea5f87e75f53660e8d,3DeFX+,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99ea5f87e75f53660e91,Hitoe,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99ea5f87e75f53660e95,Torain,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99ea5f87e75f53660e99,Breyers,629bd91f27ab53e0fa4e59ba,Rainforest Alliance Certified,UPDATE,,,TRUE,
621b99ea5f87e75f53660ea1,PTT Energy Solutions Company Limited,629bd91f27ab53e0fa4e598d,A List CDP - Forests,UPDATE,,,TRUE,
621b99ee5f87e75f536610d9,Spectrum Organics,629bd92327ab53e0fa4e5abf,justCapital_metric_Health and Safety Policies,UPDATE,,,TRUE,
621b99f25f87e75f53661331,Newman'S Own Organics,629bd92327ab53e0fa4e5abf,justCapital_metric_Health and Safety Policies,UPDATE,,,TRUE,
621b99f45f87e75f5366144d,Hu,629bd92327ab53e0fa4e5acb,justCapital_metric_Workforce Demographics,UPDATE,,,TRUE,
621b99f65f87e75f53661581,Scotchgard,629bd92327ab53e0fa4e5abf,justCapital_metric_Health and Safety Policies,UPDATE,,,TRUE,
621b99f65f87e75f53661585,Command,629bd92327ab53e0fa4e5acb,justCapital_metric_Workforce Demographics,UPDATE,,,TRUE,
621b99f65f87e75f53661589,Filtrete,629bd92327ab53e0fa4e5ace,justCapital_metric_Local Employment Pipeline,UPDATE,,,TRUE,
621b99f65f87e75f5366158d,FUTURO,629bd92327ab53e0fa4e5abf,justCapital_metric_Health and Safety Policies,UPDATE,,,TRUE,
621b99f65f87e75f53661591,Scotch-Brite,629bd92327ab53e0fa4e5ace,justCapital_metric_Local Employment Pipeline,UPDATE,,,TRUE,
